,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
8,2020.02.14,,07.29.06,0,LTE,-89,-8,1.0,14,-107,4148,79,D,
9,2020.02.14,,07.29.07,0,LTE,-89,-8,1.0,14,-107,23363,257,D,
10,2020.02.14,,07.29.08,0,LTE,-90,-8,4.0,8,-105,12045,124,D,
11,2020.02.14,,07.29.10,0,LTE,-90,-8,4.0,8,-105,13071,145,D,
12,2020.02.14,,07.29.11,0,LTE,-93,-9,4.0,8,-105,12349,136,D,
13,2020.02.14,,07.29.12,0,LTE,-93,-9,4.0,8,-105,11899,136,D,
14,2020.02.14,,07.29.13,0,LTE,-93,-10,4.0,8,-105,15682,176,D,
15,2020.02.14,,07.29.14,0,LTE,-93,-10,4.0,8,-105,22959,165,D,
16,2020.02.14,,07.29.16,0,LTE,-88,-8,1.0,12,-107,24800,151,D,
17,2020.02.14,,07.29.18,0,LTE,-91,-8,5.0,8,-103,12352,64,D,
20,2020.02.14,,07.29.20,0,LTE,-92,-8,7.0,10,-103,9149,192,D,
21,2020.02.14,,07.29.21,0,LTE,-92,-8,7.0,10,-105,10751,108,D,
22,2020.02.14,,07.29.23,0,LTE,-97,-11,1.0,7,-107,14331,102,D,
23,2020.02.14,,07.29.24,0,LTE,-97,-11,1.0,7,-107,10750,77,D,
24,2020.02.14,,07.29.25,0,LTE,-94,-11,-2.0,7,-107,11852,82,D,
25,2020.02.14,,07.29.26,0,LTE,-94,-11,-2.0,7,-105,11065,95,D,
26,2020.02.14,,07.29.27,0,LTE,-96,-10,2.0,11,-105,12617,96,D,
27,2020.02.14,,07.29.28,0,LTE,-96,-10,2.0,11,-105,12001,105,D,
28,2020.02.14,,07.29.30,0,LTE,-95,-10,4.0,8,-105,11306,89,D,
29,2020.02.14,,07.29.32,0,LTE,-94,-11,6.0,8,-105,4727,24,D,
32,2020.02.14,,07.29.34,0,LTE,-96,-11,6.0,12,-105,11760,195,D,
33,2020.02.14,,07.29.35,0,LTE,-96,-11,6.0,12,-105,13822,117,D,
34,2020.02.14,,07.29.36,0,LTE,-95,-7,11.0,10,-109,26366,216,D,
35,2020.02.14,,07.29.38,0,LTE,-95,-7,11.0,10,-107,15904,211,D,
36,2020.02.14,,07.29.39,0,LTE,-99,-8,9.0,8,-107,19831,122,D,
37,2020.02.14,,07.29.40,0,LTE,-99,-8,9.0,8,-107,24773,188,D,
38,2020.02.14,,07.29.41,0,LTE,-96,-7,10.0,8,-107,25284,213,D,
39,2020.02.14,,07.29.42,0,LTE,-96,-7,10.0,8,-107,26875,170,D,
40,2020.02.14,,07.29.44,0,LTE,-95,-7,8.0,11,-107,25752,165,D,
41,2020.02.14,,07.29.46,0,LTE,-92,-7,7.0,9,-103,5491,40,D,
42,2020.02.14,,07.29.47,0,LTE,-92,-7,7.0,9,-97,5491,40,D,
43,2020.02.14,,07.29.47,0,LTE,-92,-7,7.0,9,-97,1048,41,D,
44,2020.02.14,,07.29.48,0,LTE,-90,-7,11.0,10,-97,13307,150,D,
45,2020.02.14,,07.29.49,0,LTE,-90,-7,11.0,10,-97,17464,88,D,
46,2020.02.14,,07.29.51,0,LTE,-89,-8,6.0,12,-97,15368,87,D,
47,2020.02.14,,07.29.52,0,LTE,-89,-8,6.0,12,-97,13723,76,D,
48,2020.02.14,,07.29.53,0,LTE,-86,-7,-4.0,12,-93,16201,84,D,
49,2020.02.14,,07.29.54,0,LTE,-86,-7,-4.0,12,-85,16224,151,D,
50,2020.02.14,,07.29.55,0,LTE,-84,-8,22.0,15,-85,20323,137,D,
51,2020.02.14,,07.29.56,0,LTE,-84,-8,22.0,15,-91,28958,180,D,
52,2020.02.14,,07.29.58,0,LTE,-83,-9,17.0,11,-87,35293,165,D,
55,2020.02.14,,07.30.01,0,LTE,-82,-10,10.0,7,-91,4724,75,D,
56,2020.02.14,,07.30.02,0,LTE,-84,-6,15.0,8,-89,13491,173,D,
57,2020.02.14,,07.30.04,0,LTE,-84,-6,15.0,8,-87,15686,94,D,
58,2020.02.14,,07.30.05,0,LTE,-84,-7,21.0,14,-85,15450,108,D,
59,2020.02.14,,07.30.06,0,LTE,-84,-7,21.0,14,-87,13665,100,D,
60,2020.02.14,,07.30.07,0,LTE,-88,-7,14.0,11,-87,15474,89,D,
61,2020.02.14,,07.30.08,0,LTE,-88,-7,14.0,11,-87,16991,84,D,
62,2020.02.14,,07.30.09,0,LTE,-87,-6,23.0,11,-87,17092,87,D,
63,2020.02.14,,07.30.10,30,LTE,-87,-6,23.0,11,-87,17092,87,D,
64,2020.02.14,,07.30.11,30,LTE,-87,-6,23.0,11,-91,12071,82,D,
65,2020.02.14,,07.30.12,30,LTE,-81,-6,16.0,11,-91,13574,82,D,
66,2020.02.14,,07.30.13,30,LTE,-81,-6,16.0,11,-89,10316,55,D,
69,2020.02.14,,07.30.15,30,LTE,-76,-6,3.0,1,-89,10561,151,D,
70,2020.02.14,,07.30.16,30,LTE,-75,-6,16.0,13,-85,16840,70,D,
71,2020.02.14,,07.30.18,30,LTE,-75,-6,16.0,13,-91,14657,71,D,
72,2020.02.14,,07.30.19,30,LTE,-82,-6,11.0,12,-91,14834,96,D,
73,2020.02.14,,07.30.20,30,LTE,-82,-6,11.0,12,-91,12927,74,D,
74,2020.02.14,,07.30.21,30,LTE,-82,-6,-3.0,12,-91,19796,105,D,
75,2020.02.14,,07.30.22,30,LTE,-82,-6,-3.0,12,-87,26189,157,D,
76,2020.02.14,,07.30.23,30,LTE,-79,-6,11.0,15,-87,28166,141,D,
77,2020.02.14,,07.30.25,30,LTE,-79,-6,11.0,15,-91,29460,135,D,
78,2020.02.14,,07.30.27,30,LTE,-83,-6,-11.0,12,-89,28177,203,D,
79,2020.02.14,,07.30.27,30,LTE,-83,-6,-11.0,12,-87,16046,94,D,
