,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,07.22.43,0,5G,-98,-10,3.0,12,-88,222,53,D
1,07.22.43,0,5G,-99,-9,9.0,12,-88,8,2,D
2,07.22.44,1,5G,-99,-9,9.0,12,-88,8,2,D
3,07.22.44,1,5G,-99,-9,9.0,12,-88,1,0,D
5,07.22.47,1,5G,-99,-10,4.0,12,-88,35,10,D
9,07.22.51,1,5G,-100,-10,6.0,12,-88,149,94,D
10,07.22.52,1,5G,-100,-10,6.0,12,-88,149,94,D
11,07.22.52,1,5G,-100,-9,3.0,12,-88,3681,57,D
12,07.22.53,1,5G,-100,-9,3.0,12,-88,19121,143,D
13,07.22.54,1,5G,-98,-9,14.0,12,-88,13847,104,D
14,07.22.56,1,5G,-98,-9,14.0,12,-88,17360,138,D
15,07.22.57,1,5G,-98,-10,14.0,12,-88,10999,131,D
16,07.22.58,1,5G,-98,-10,14.0,12,-90,13204,149,D
17,07.22.59,1,5G,-100,-11,8.0,12,-90,15966,103,D
18,07.23.00,1,5G,-100,-11,8.0,12,-90,20216,166,D
19,07.23.01,1,5G,-100,-10,9.0,12,-90,11607,114,D
20,07.23.02,1,5G,-100,-10,9.0,12,-90,15639,164,D
21,07.23.03,1,5G,-99,-12,14.0,12,-93,14326,128,D
22,07.23.05,1,5G,-99,-12,14.0,12,-93,4708,32,D
23,07.23.06,1,5G,-101,-12,6.0,13,-90,2,3,D
24,07.23.06,1,5G,-101,-12,6.0,13,-90,2,3,D
25,07.23.07,1,5G,-101,-12,6.0,13,-90,15470,216,D
26,07.23.08,1,5G,-100,-12,-9.0,15,-88,15999,80,D
27,07.23.09,1,5G,-100,-12,-9.0,15,-88,14373,87,D
28,07.23.10,1,5G,-101,-10,7.0,15,-92,15000,97,D
29,07.23.11,1,5G,-101,-10,7.0,15,-92,22277,169,D
30,07.23.13,1,5G,-102,-9,6.0,15,-92,13659,138,D
31,07.23.14,1,5G,-102,-9,6.0,15,-92,14997,147,D
32,07.23.15,1,5G,-100,-9,6.0,12,-85,16699,171,D
33,07.23.16,1,5G,-100,-9,6.0,15,-91,22449,163,D
34,07.23.17,1,5G,-99,-9,16.0,11,-87,15764,171,D
35,07.23.18,1,5G,-99,-9,16.0,13,-89,5341,98,D
36,07.23.19,1,5G,-100,-10,12.0,13,-92,1,1,D
37,07.23.20,1,5G,-100,-10,12.0,13,-92,1,1,D
38,07.23.20,1,5G,-100,-10,12.0,12,-89,6749,109,D
39,07.23.22,1,5G,-100,-10,9.0,9,-91,16707,137,D
40,07.23.23,1,5G,-100,-10,9.0,9,-85,15375,84,D
41,07.23.24,1,5G,-99,-9,13.0,9,-85,15790,122,D
42,07.23.25,1,5G,-99,-9,13.0,15,-81,18652,131,D
43,07.23.26,1,5G,-93,-8,18.0,15,-81,18419,154,D
44,07.23.27,1,5G,-93,-8,18.0,15,-81,17140,157,D
45,07.23.28,1,5G,-93,-8,11.0,15,-81,15969,157,D
46,07.23.29,1,5G,-93,-8,11.0,15,-79,11926,114,D
47,07.23.31,1,5G,-94,-8,22.0,15,-79,8497,98,D
48,07.23.32,1,5G,-94,-8,22.0,14,-72,8497,98,D
51,07.23.35,20,5G,-82,-8,14.0,15,-70,16763,151,D
52,07.23.36,20,5G,-82,-8,14.0,15,-,16330,77,D
53,07.23.37,20,5G,-80,-9,26.0,4,-71,9405,84,D
54,07.23.38,20,5G,-80,-9,26.0,15,-73,14892,92,D
55,07.23.40,20,5G,-84,-7,22.0,14,-73,18306,94,D
56,07.23.41,20,5G,-84,-7,22.0,14,-73,11223,113,D
57,07.23.42,20,5G,-82,-8,26.0,14,-68,9429,113,D
58,07.23.43,20,5G,-82,-8,26.0,14,-68,11254,96,D
59,07.23.44,20,5G,-82,-8,24.0,14,-68,11230,87,D
60,07.23.45,20,5G,-82,-8,24.0,15,-64,11204,107,D
61,07.23.46,20,5G,-82,-8,27.0,15,-71,2712,45,D
62,07.23.47,20,5G,-82,-8,27.0,15,-71,2712,45,D
63,07.23.48,20,5G,-82,-8,27.0,15,-71,2,3,D
