,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
10,2019.11.28,,10.14.35,0,5G,-91,-14,5.0,8,-68,12,1,D
12,2019.11.28,,10.14.37,0,5G,-88,-13,2.0,8,-68,7445,178,D
13,2019.11.28,,10.14.38,0,5G,-89,-15,2.0,9,-70,270,27,D
15,2019.11.28,,10.14.40,0,5G,-88,-12,2.0,4,-68,2123,213,D
16,2019.11.28,,10.14.41,0,5G,-88,-12,2.0,4,-68,11,3,D
20,2019.11.28,,10.14.46,0,5G,-89,-14,6.0,4,-68,260,39,D
22,2019.11.28,,10.14.48,0,5G,-88,-13,0.0,4,-68,171,32,D
23,2019.11.28,,10.14.49,0,5G,-88,-11,6.0,4,-68,1284,62,D
28,2019.11.28,,10.14.54,0,5G,-88,-15,5.0,9,-68,33808,619,D
29,2019.11.28,,10.14.55,0,5G,-86,-12,6.0,14,-71,54316,1991,D
30,2019.11.28,,10.14.57,0,5G,-86,-12,6.0,10,-69,5166,42,D
32,2019.11.28,,10.14.59,0,5G,-88,-12,3.0,9,-72,2490,16,D
34,2019.11.28,,10.15.01,0,5G,-87,-11,6.0,9,-70,278,3,D
36,2019.11.28,,10.15.03,0,5G,-91,-16,-6.0,10,-67,1699,14,D
38,2019.11.28,,10.15.06,0,5G,-89,-16,-2.0,10,-70,275,2,D
39,2019.11.28,,10.15.07,0,5G,-86,-15,-2.0,10,-70,971,10,D
41,2019.11.28,,10.15.09,0,5G,-87,-16,-4.0,8,-68,278,5,D
42,2019.11.28,,10.15.10,0,5G,-87,-16,-4.0,8,-68,1903,6,D
43,2019.11.28,,10.15.11,0,5G,-87,-16,-4.0,8,-68,280,4,D
45,2019.11.28,,10.15.13,0,5G,-88,-18,-5.0,8,-68,273,4,D
46,2019.11.28,,10.15.15,0,5G,-88,-18,-5.0,8,-68,1420,14,D
48,2019.11.28,,10.15.17,0,5G,-87,-11,5.0,5,-71,1130,11,D
50,2019.11.28,,10.15.19,0,5G,-86,-14,-3.0,9,-68,279,5,D
51,2019.11.28,,10.15.20,0,5G,-87,-10,3.0,9,-68,3046,19,D
52,2019.11.28,,10.15.21,0,5G,-87,-10,3.0,9,-68,273,4,D
54,2019.11.28,,10.15.24,0,5G,-87,-14,-6.0,7,-70,278,1,D
55,2019.11.28,,10.15.25,0,5G,-88,-17,-4.0,7,-70,281,5,D
57,2019.11.28,,10.15.27,0,5G,-86,-11,10.0,7,-70,278,3,D
59,2019.11.28,,10.15.29,0,5G,-86,-13,-1.0,11,-68,275,4,D
60,2019.11.28,,10.15.30,0,5G,-86,-13,-1.0,11,-68,1269,10,D
61,2019.11.28,,10.15.31,0,5G,-87,-13,1.0,11,-68,278,4,D
63,2019.11.28,,10.15.34,0,5G,-85,-17,-8.0,8,-66,277,4,D
64,2019.11.28,,10.15.35,0,5G,-85,-17,-8.0,8,-64,1757,8,D
65,2019.11.28,,10.15.36,0,5G,-89,-16,-7.0,8,-64,283,3,D
66,2019.11.28,,10.15.37,0,5G,-89,-16,-7.0,11,-67,488,7,D
67,2019.11.28,,10.15.38,0,5G,-83,-11,6.0,13,-65,1373,6,D
68,2019.11.28,,10.15.39,0,5G,-83,-11,6.0,9,-64,277,3,D
70,2019.11.28,,10.15.42,0,5G,-80,-10,9.0,9,-64,280,5,D
71,2019.11.28,,10.15.43,0,5G,-79,-10,6.0,11,-62,1306,12,D
72,2019.11.28,,10.15.44,0,5G,-79,-10,6.0,14,-55,276,4,D
74,2019.11.28,,10.15.46,0,5G,-76,-10,15.0,9,-55,274,4,D
75,2019.11.28,,10.15.47,0,5G,-84,-9,5.0,6,-59,933,1634,D
79,2019.11.28,,10.15.51,19,5G,-80,-11,5.0,13,-58,1935,14,D
81,2019.11.28,,10.15.53,19,5G,-74,-9,13.0,15,-53,275,8,D
83,2019.11.28,,10.15.55,19,5G,-77,-8,-7.0,9,-58,278,8,D
84,2019.11.28,,10.15.56,19,5G,-77,-10,5.0,9,-58,844,13,D
85,2019.11.28,,10.15.57,19,5G,-77,-10,5.0,12,-61,279,7,D
88,2019.11.28,,10.16.01,19,5G,-75,-12,-1.0,6,-57,140,7,D
89,2019.11.28,,10.16.01,32,5G,-75,-12,-1.0,15,-69,140,7,D
90,2019.11.28,,10.16.02,32,5G,-75,-12,-1.0,15,-69,1938,27,D
91,2019.11.28,,10.16.03,32,5G,-72,-15,7.0,12,-56,281,10,D
93,2019.11.28,,10.16.05,32,5G,-74,-16,-10.0,14,-56,281,10,D
94,2019.11.28,,10.16.07,32,5G,-74,-16,-10.0,14,-56,1673,28,D
95,2019.11.28,,10.16.08,32,5G,-69,-16,-2.0,8,-51,283,10,D
97,2019.11.28,,10.16.10,32,5G,-67,-13,12.0,8,-51,279,10,D
98,2019.11.28,,10.16.11,32,5G,-67,-13,12.0,8,-58,2458,38,D
100,2019.11.28,,10.16.13,32,5G,-73,-15,2.0,11,-67,277,7,D
101,2019.11.28,,10.16.15,32,5G,-75,-17,-4.0,11,-67,1723,15,D
103,2019.11.28,,10.16.17,32,5G,-76,-17,-2.0,12,-71,1093,18,D
105,2019.11.28,,10.16.19,32,5G,-77,-17,3.0,12,-71,282,8,D
106,2019.11.28,,10.16.20,32,5G,-77,-17,3.0,12,-71,1291,11,D
