,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
0,2019.12.06,,07.31.16,0,5G,-99,-13,1.0,15,-86,78,21,D,
5,2019.12.06,,07.31.20,1,5G,-99,-9,14.0,12,-86,31,11,D,
6,2019.12.06,,07.31.21,1,5G,-99,-10,12.0,12,-86,954,216,D,
7,2019.12.06,,07.31.22,1,5G,-99,-10,12.0,12,-86,1309,63,D,
8,2019.12.06,,07.31.23,1,5G,-98,-10,6.0,12,-86,11,0,D,
9,2019.12.06,,07.31.24,1,5G,-98,-10,6.0,12,-86,85,15,D,
10,2019.12.06,,07.31.25,1,5G,-99,-12,10.0,9,-84,5743,1161,D,
11,2019.12.06,,07.31.26,1,5G,-99,-12,10.0,9,-84,11073,235,D,
12,2019.12.06,,07.31.28,1,5G,-99,-10,7.0,9,-84,26128,524,D,
13,2019.12.06,,07.31.29,1,5G,-99,-10,7.0,9,-84,58458,1378,D,
14,2019.12.06,,07.31.30,1,5G,-96,-9,16.0,9,-84,33809,997,D,
15,2019.12.06,,07.31.31,1,5G,-96,-9,16.0,9,-84,4072,40,D,
33,2019.12.06,,07.31.51,1,5G,-96,-13,-3.0,12,-86,13,18,D,
41,2019.12.06,,07.31.59,1,5G,-93,-10,24.0,15,-69,277,10,D,
42,2019.12.06,,07.32.00,1,5G,-85,-8,22.0,15,-70,1780,34,D,
43,2019.12.06,,07.32.02,1,5G,-85,-8,22.0,15,-73,269,7,D,
45,2019.12.06,,07.32.04,1,5G,-82,-9,21.0,13,-68,625,4,D,
46,2019.12.06,,07.32.05,1,5G,-88,-8,20.0,15,-75,273,9,D,
48,2019.12.06,,07.32.07,1,5G,-82,-10,15.0,15,-73,275,9,D,
49,2019.12.06,,07.32.08,1,5G,-82,-10,15.0,15,-70,3163,22,D,
50,2019.12.06,,07.32.09,33,5G,-82,-10,15.0,15,-70,3163,22,D,
51,2019.12.06,,07.32.10,33,5G,-79,-14,26.0,15,-70,272,8,D,
53,2019.12.06,,07.32.12,33,5G,-82,-14,23.0,15,-73,272,9,D,
55,2019.12.06,,07.32.14,33,5G,-79,-10,13.0,15,-69,2226,15,D,
58,2019.12.06,,07.32.17,33,5G,-73,-8,31.0,15,-69,2644,26,D,
60,2019.12.06,,07.32.20,33,5G,-82,-12,16.0,15,-74,275,6,D,
63,2019.12.06,,07.32.22,20,5G,-82,-8,22.0,15,-70,275,5,D,
64,2019.12.06,,07.32.23,20,5G,-85,-10,24.0,15,-70,1190,19,D,
66,2019.12.06,,07.32.25,20,5G,-82,-13,19.0,15,-68,3185,28,D,
68,2019.12.06,,07.32.28,20,5G,-77,-15,23.0,15,-68,277,10,D,
69,2019.12.06,,07.32.29,20,5G,-77,-15,23.0,15,-70,33,1195,D,
70,2019.12.06,,07.32.30,20,5G,-83,-13,4.0,15,-68,277,11,D,
71,2019.12.06,,07.32.31,20,5G,-83,-13,4.0,15,-66,1567,40,D,
72,2019.12.06,,07.32.32,37,5G,-83,-13,4.0,15,-66,1567,40,D,
