,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,13.57.29,0,5G,-101,-15,4.0,11,-103,169,129,D
1,13.57.29,0,5G,-101,-12,1.0,9,-103,169,129,D
2,13.57.30,0,5G,-101,-12,1.0,9,-103,169,129,D
3,13.57.30,0,5G,-101,-12,1.0,9,-103,128,125,D
4,13.57.31,0,5G,-102,-11,1.0,9,-103,166,232,D
5,13.57.32,0,5G,-102,-11,1.0,9,-103,11,0,D
6,13.57.33,0,5G,-102,-11,1.0,9,-103,11,0,D
7,13.57.34,0,5G,-100,-12,-4.0,11,-103,3,3,D
8,13.57.35,0,5G,-100,-12,-4.0,11,-103,4599,111,D
9,13.57.36,0,5G,-100,-13,-5.0,10,-107,16656,123,D
10,13.57.37,0,5G,-100,-13,-5.0,10,-107,19979,62,D
11,13.57.38,0,5G,-99,-14,1.0,8,-107,19750,66,D
12,13.57.40,0,5G,-99,-14,1.0,8,-107,19864,66,D
13,13.57.41,0,5G,-99,-13,-2.0,7,-107,18564,65,D
14,13.57.42,0,5G,-99,-13,-2.0,7,-107,19919,64,D
15,13.57.43,0,5G,-98,-14,4.0,9,-107,19550,75,D
16,13.57.44,0,5G,-98,-14,4.0,9,-107,19274,63,D
17,13.57.45,0,5G,-98,-14,4.0,9,-107,20202,67,D
18,13.57.46,0,5G,-99,-10,3.0,8,-107,20202,67,D
19,13.57.47,0,5G,-99,-10,3.0,8,-107,3,3,D
20,13.57.47,0,5G,-99,-10,3.0,8,-107,3,3,D
21,13.57.48,0,5G,-98,-11,9.0,12,-107,8835,147,D
22,13.57.49,0,5G,-98,-11,9.0,12,-107,19546,70,D
23,13.57.50,0,5G,-99,-12,10.0,12,-107,20629,61,D
24,13.57.51,0,5G,-99,-12,10.0,12,-107,20301,67,D
25,13.57.53,0,5G,-99,-10,6.0,10,-107,67062,184,D
26,13.57.54,0,5G,-99,-10,6.0,10,-107,136669,235,D
27,13.57.55,0,5G,-100,-11,7.0,13,-107,201782,192,D
28,13.57.56,0,5G,-100,-11,7.0,13,-107,192869,172,D
29,13.57.57,0,5G,-100,-15,0.0,9,-107,176996,188,D
30,13.57.58,0,5G,-100,-15,0.0,9,-107,199923,369,D
31,13.57.59,0,5G,-103,-14,6.0,10,-107,216188,181,D
32,13.58.01,0,5G,-103,-14,6.0,10,-107,0,1,D
33,13.58.01,0,5G,-103,-14,6.0,10,-105,0,1,D
34,13.58.02,0,5G,-102,-15,1.0,7,-105,5190,88,D
35,13.58.03,0,5G,-102,-15,1.0,7,-107,18086,97,D
36,13.58.04,0,5G,-98,-10,3.0,9,-105,18750,56,D
37,13.58.05,0,5G,-98,-10,3.0,9,-105,18724,80,D
38,13.58.06,0,5G,-99,-11,0.0,14,-105,74510,204,D
39,13.58.08,0,5G,-99,-11,0.0,14,-105,93982,216,D
40,13.58.09,0,5G,-99,-10,8.0,12,-105,100156,182,D
41,13.58.10,0,5G,-99,-10,8.0,12,-105,98998,149,D
42,13.58.11,0,5G,-100,-11,1.0,7,-105,103488,167,D
43,13.58.12,0,5G,-100,-11,1.0,7,-105,118562,229,D
44,13.58.14,0,5G,-102,-13,-1.0,13,-105,114812,188,D
45,13.58.15,0,5G,-102,-13,-1.0,13,-105,8167,39,D
46,13.58.15,0,5G,-102,-13,-1.0,13,-105,8167,39,D
47,13.58.16,0,5G,-100,-11,5.0,9,-105,11121,204,D
48,13.58.17,0,5G,-100,-11,5.0,9,-105,19245,72,D
49,13.58.18,0,5G,-100,-14,4.0,9,-105,19983,71,D
50,13.58.19,0,5G,-100,-14,4.0,9,-105,20423,66,D
51,13.58.21,0,5G,-99,-10,3.0,8,-105,22370,127,D
52,13.58.22,0,5G,-99,-10,3.0,8,-105,30828,149,D
53,13.58.23,0,5G,-99,-12,10.0,13,-107,38276,165,D
54,13.58.24,0,5G,-99,-12,10.0,13,-107,45991,161,D
55,13.58.25,0,5G,-99,-13,12.0,11,-105,49532,180,D
56,13.58.27,0,5G,-99,-13,12.0,11,-105,58464,184,D
57,13.58.28,0,5G,-103,-12,-3.0,9,-103,17890,64,D
58,13.58.29,0,5G,-103,-12,-3.0,9,-103,17890,64,D
59,13.58.29,0,5G,-103,-12,-3.0,9,-103,3,3,D
60,13.58.30,0,5G,-102,-10,3.0,11,-103,18455,186,D
61,13.58.31,0,5G,-102,-10,3.0,11,-103,19092,59,D
62,13.58.33,0,5G,-102,-12,1.0,12,-103,19695,65,D
63,13.58.34,0,5G,-102,-12,1.0,12,-103,18534,59,D
64,13.58.35,0,5G,-102,-13,-5.0,14,-103,19148,63,D
65,13.58.36,0,5G,-102,-13,-5.0,14,-103,20413,64,D
66,13.58.37,0,5G,-102,-15,-6.0,10,-103,19683,62,D
67,13.58.38,0,5G,-102,-15,-6.0,10,-103,19478,60,D
68,13.58.40,0,5G,-102,-12,3.0,11,-103,19617,65,D
69,13.58.42,0,5G,-102,-16,-5.0,10,-103,0,0,D
70,13.58.43,0,5G,-102,-16,-5.0,10,-103,0,0,D
71,13.58.43,0,5G,-102,-16,-5.0,10,-103,4401,75,D
72,13.58.44,0,5G,-102,-11,-5.0,11,-103,18434,123,D
73,13.58.46,0,5G,-102,-11,-5.0,11,-103,19087,65,D
74,13.58.47,0,5G,-101,-11,-4.0,11,-103,18574,71,D
75,13.58.48,0,5G,-101,-11,-4.0,11,-103,17790,71,D
76,13.58.49,0,5G,-102,-13,-4.0,12,-103,17711,68,D
77,13.58.50,0,5G,-102,-13,-4.0,12,-103,19008,77,D
78,13.58.52,0,5G,-101,-10,7.0,12,-103,18112,76,D
79,13.58.53,0,5G,-101,-10,7.0,12,-103,18073,74,D
80,13.58.54,0,5G,-102,-13,1.0,11,-103,17285,67,D
81,13.58.55,0,5G,-102,-13,1.0,11,-103,14759,75,D
82,13.58.56,0,5G,-102,-11,0.0,11,-103,1,1,D
83,13.58.57,0,5G,-102,-11,0.0,11,-103,1,1,D
84,13.58.57,0,5G,-102,-11,0.0,11,-103,6930,126,D
85,13.58.58,0,5G,-101,-11,5.0,8,-103,15573,123,D
86,13.59.00,0,5G,-101,-11,5.0,8,-105,15982,93,D
87,13.59.01,0,5G,-103,-12,5.0,12,-105,19153,78,D
88,13.59.02,0,5G,-103,-12,5.0,12,-103,18382,66,D
89,13.59.03,0,5G,-101,-11,4.0,9,-103,18527,71,D
90,13.59.04,0,5G,-101,-11,4.0,9,-103,19135,69,D
91,13.59.06,0,5G,-103,-12,3.0,9,-103,18870,73,D
92,13.59.07,0,5G,-103,-12,3.0,9,-103,19291,72,D
93,13.59.08,0,5G,-101,-13,3.0,13,-103,18279,70,D
94,13.59.09,0,5G,-101,-13,3.0,13,-103,15129,46,D
95,13.59.10,0,5G,-101,-9,6.0,15,-103,1,1,D
96,13.59.10,0,5G,-101,-9,6.0,15,-103,1,1,D
97,13.59.11,0,5G,-101,-9,6.0,15,-103,13675,209,D
98,13.59.13,0,5G,-100,-11,3.0,14,-103,18020,70,D
99,13.59.14,0,5G,-100,-11,3.0,14,-103,18533,72,D
100,13.59.15,0,5G,-100,-11,-2.0,11,-103,19002,70,D
101,13.59.16,0,5G,-100,-11,-2.0,11,-103,18730,61,D
102,13.59.17,0,5G,-102,-16,0.0,14,-103,18770,71,D
103,13.59.19,0,5G,-102,-16,0.0,14,-103,19522,71,D
104,13.59.20,0,5G,-100,-10,4.0,9,-103,19625,67,D
105,13.59.21,0,5G,-100,-10,4.0,9,-105,18513,69,D
106,13.59.23,0,5G,-99,-9,7.0,11,-105,6229,19,D
107,13.59.24,0,5G,-99,-9,7.0,11,-105,6229,19,D
108,13.59.25,0,5G,-100,-12,-1.0,13,-105,3,3,D
109,13.59.26,0,5G,-100,-12,-1.0,13,-103,12580,221,D
110,13.59.27,0,5G,-99,-12,0.0,14,-103,15819,87,D
111,13.59.28,0,5G,-99,-12,0.0,14,-103,18512,67,D
112,13.59.29,0,5G,-101,-14,2.0,14,-103,17651,66,D
113,13.59.30,0,5G,-101,-14,2.0,14,-103,28859,155,D
114,13.59.32,0,5G,-98,-14,-3.0,10,-103,36548,158,D
115,13.59.33,0,5G,-98,-14,-3.0,10,-103,45152,178,D
116,13.59.34,0,5G,-100,-14,4.0,13,-103,50473,166,D
117,13.59.35,0,5G,-100,-14,4.0,13,-103,60506,194,D
118,13.59.38,0,5G,-100,-14,-3.0,9,-103,2017,9,D
119,13.59.38,0,5G,-100,-14,-3.0,9,-103,2017,9,D
120,13.59.39,0,5G,-102,-12,0.0,12,-103,4338,88,D
121,13.59.40,0,5G,-102,-12,0.0,12,-103,19994,125,D
122,13.59.41,0,5G,-102,-12,5.0,11,-103,20743,69,D
123,13.59.42,0,5G,-102,-12,5.0,11,-103,20854,70,D
124,13.59.44,0,5G,-102,-12,-2.0,12,-103,18798,66,D
125,13.59.45,0,5G,-102,-12,-2.0,12,-103,19973,75,D
126,13.59.46,0,5G,-103,-14,-3.0,14,-103,20318,74,D
127,13.59.47,0,5G,-103,-14,-3.0,14,-103,19395,74,D
128,13.59.48,0,5G,-102,-12,1.0,12,-101,20195,76,D
129,13.59.49,0,5G,-102,-12,1.0,12,-103,20093,77,D
130,13.59.51,0,5G,-102,-11,-8.0,14,-103,15779,66,D
131,13.59.52,0,5G,-102,-11,-8.0,14,-101,1,1,D
132,13.59.52,0,5G,-102,-11,-8.0,14,-101,1,1,D
133,13.59.53,0,5G,-103,-12,-3.0,11,-103,9044,141,D
134,13.59.54,0,5G,-103,-12,-3.0,11,-103,19232,66,D
135,13.59.55,0,5G,-103,-13,-4.0,12,-103,19518,70,D
136,13.59.56,0,5G,-103,-13,-4.0,12,-103,17855,62,D
137,13.59.58,0,5G,-102,-11,8.0,11,-103,19535,62,D
138,13.59.59,0,5G,-102,-11,8.0,11,-103,84213,240,D
139,14.00.00,0,5G,-101,-12,0.0,14,-103,192400,218,D
140,14.00.01,0,5G,-101,-12,0.0,14,-103,205478,188,D
141,14.00.02,0,5G,-101,-17,2.0,9,-103,183967,289,D
142,14.00.03,0,5G,-101,-17,2.0,9,-103,154462,237,D
143,14.00.05,0,5G,-103,-15,4.0,10,-103,151395,195,D
144,14.00.06,0,5G,-103,-15,4.0,10,-103,8828,11,D
145,14.00.06,0,5G,-103,-15,4.0,10,-103,8828,11,D
146,14.00.07,0,5G,-103,-11,-3.0,13,-103,6465,158,D
147,14.00.08,0,5G,-103,-11,-3.0,13,-103,9396,164,D
148,14.00.09,0,5G,-103,-11,-2.0,13,-103,9942,117,D
149,14.00.10,0,5G,-103,-11,-2.0,13,-103,13019,91,D
150,14.00.12,0,5G,-102,-10,-5.0,11,-103,15700,91,D
151,14.00.13,0,5G,-102,-10,-5.0,11,-103,26831,153,D
152,14.00.14,0,5G,-103,-10,5.0,13,-103,95083,234,D
153,14.00.15,0,5G,-103,-10,5.0,13,-103,174924,246,D
154,14.00.16,0,5G,-101,-14,3.0,11,-103,177596,231,D
155,14.00.17,0,5G,-101,-14,3.0,11,-103,188056,245,D
156,14.00.19,0,5G,-103,-11,3.0,12,-103,93395,115,D
157,14.00.20,0,5G,-103,-11,3.0,12,-103,2,2,D
158,14.00.20,0,5G,-103,-11,3.0,12,-103,2,2,D
159,14.00.21,0,5G,-102,-13,-5.0,12,-103,13481,242,D
160,14.00.22,0,5G,-102,-13,-5.0,12,-103,16832,69,D
161,14.00.23,0,5G,-101,-11,-4.0,10,-103,34171,142,D
162,14.00.24,0,5G,-101,-11,-4.0,10,-103,70044,174,D
163,14.00.26,0,5G,-102,-10,-5.0,12,-103,76592,163,D
164,14.00.27,0,5G,-102,-10,-5.0,12,-103,72156,141,D
165,14.00.28,0,5G,-102,-9,4.0,11,-103,75632,172,D
166,14.00.29,0,5G,-102,-9,4.0,11,-103,168142,264,D
167,14.00.30,0,5G,-102,-11,7.0,12,-103,237175,234,D
